Date;Time;T;U;WW;c
10.05.2014 0:00;3:00;12,7;85;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
10.05.2014 0:00;0:00;13,1;83;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
11.05.2014 0:00;21:00;9,3;94; ;70 – 80%.
11.05.2014 0:00;18:00;9,4;90; ;100%.
11.05.2014 0:00;15:00;9;95;Состояние неба в общем не изменилось. ;100%.
11.05.2014 0:00;12:00;10,8;95;Морось незамерзающая непрерывная слабая в срок наблюдения. ;100%.
11.05.2014 0:00;9:00;13,2;91; ;100%.
11.05.2014 0:00;6:00;11,7;92; ;100%.
11.05.2014 0:00;3:00;12,1;95;Состояние неба в общем не изменилось. ;100%.
11.05.2014 0:00;0:00;13,7;92;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;100%.
12.05.2014 0:00;21:00;11,2;94;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
12.05.2014 0:00;18:00;12;88;Дождь незамерзающий непрерывный умеренный в срок наблюдения. ;100%.
12.05.2014 0:00;15:00;13,5;83;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
12.05.2014 0:00;12:00;14,8;70; ;100%.
12.05.2014 0:00;9:00;13,2;76; ;90  или более, но не 100%
12.05.2014 0:00;6:00;11,4;80; ;90  или более, но не 100%
12.05.2014 0:00;3:00;11,2;78;Состояние неба в общем не изменилось. ;90  или более, но не 100%
12.05.2014 0:00;0:00;7,8;94; ;70 – 80%.
13.05.2014 0:00;21:00;9,8;90;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
13.05.2014 0:00;18:00;15,8;87;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;100%.
13.05.2014 0:00;15:00;21,2;51;Ливневый(ые) дождь(и) очень сильный(ые) в срок наблюдения или за последний час. ;100%.
13.05.2014 0:00;12:00;19,7;65; ;90  или более, но не 100%
13.05.2014 0:00;9:00;16,6;74;Состояние неба в общем не изменилось. ;70 – 80%.
13.05.2014 0:00;6:00;10,6;95;Состояние неба в общем не изменилось. ;60%.
13.05.2014 0:00;3:00;10,4;92;Состояние неба в общем не изменилось. ;90  или более, но не 100%
13.05.2014 0:00;0:00;10,8;95;Дождь (незамерзающий) неливневый. ;100%.
14.05.2014 0:00;21:00;6,9;75;Состояние неба в общем не изменилось. ;100%.
14.05.2014 0:00;18:00;7,1;88;Морось незамерзающая непрерывная слабая в срок наблюдения. ;100%.
14.05.2014 0:00;15:00;8,3;81; ;100%.
14.05.2014 0:00;12:00;8,8;81; ;100%.
14.05.2014 0:00;9:00;8,7;84;Состояние неба в общем не изменилось. ;100%.
14.05.2014 0:00;6:00;8,9;85;Состояние неба в общем не изменилось. ;100%.
14.05.2014 0:00;3:00;8,8;89;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
14.05.2014 0:00;0:00;9,2;84;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
15.05.2014 0:00;21:00;9,7;55; ;70 – 80%.
15.05.2014 0:00;18:00;11,7;44; ;100%.
15.05.2014 0:00;15:00;12,5;40; ;70 – 80%.
15.05.2014 0:00;12:00;11;49; ;70 – 80%.
15.05.2014 0:00;9:00;6,7;68; ;20–30%.
15.05.2014 0:00;6:00;5,2;78; ;90  или более, но не 100%
15.05.2014 0:00;3:00;5,4;76;Состояние неба в общем не изменилось. ;100%.
15.05.2014 0:00;0:00;6,3;81;Дождь незамерзающий с перерывами слабый в срок наблюдения. ;100%.
16.05.2014 0:00;21:00;13,7;50; ;90  или более, но не 100%
16.05.2014 0:00;18:00;16,1;44; ;90  или более, но не 100%
16.05.2014 0:00;15:00;15,8;46; ;60%.
16.05.2014 0:00;12:00;14,1;50; ;60%.
16.05.2014 0:00;9:00;10,6;54; ;10%  или менее, но не 0
16.05.2014 0:00;6:00;4,2;92; ;Облаков нет.
16.05.2014 0:00;3:00;4,9;83; ;Облаков нет.
16.05.2014 0:00;0:00;6,2;73; ;Облаков нет.
17.05.2014 0:00;21:00;17,9;47; ;40%.
17.05.2014 0:00;18:00;20,7;40; ;20–30%.
17.05.2014 0:00;15:00;20;40; ;20–30%.
17.05.2014 0:00;12:00;17,7;41; ;Облаков нет.
17.05.2014 0:00;9:00;15,2;46; ;Облаков нет.
17.05.2014 0:00;6:00;8;87; ;10%  или менее, но не 0
17.05.2014 0:00;3:00;7,8;90; ;40%.
17.05.2014 0:00;0:00;9,9;74; ;20–30%.
18.05.2014 0:00;21:00;19,4;45; ;100%.
18.05.2014 0:00;18:00;;; ;10%  или менее, но не 0
18.05.2014 0:00;15:00;26;31; ;100%.
18.05.2014 0:00;12:00;23,6;32; ;100%.
18.05.2014 0:00;9:00;18;44; ;10%  или менее, но не 0
18.05.2014 0:00;6:00;10,6;70; ;40%.
18.05.2014 0:00;3:00;11,2;66; ;Облаков нет.
18.05.2014 0:00;0:00;14;55; ;Облаков нет.
19.05.2014 0:00;21:00;29,3;34; ;20–30%.
19.05.2014 0:00;18:00;32,7;28; ;60%.
19.05.2014 0:00;15:00;31,3;37; ;60%.
19.05.2014 0:00;12:00;29,2;41; ;90  или более, но не 100%
19.05.2014 0:00;9:00;22,7;57; ;70 – 80%.
19.05.2014 0:00;6:00;15,8;63; ;100%.
19.05.2014 0:00;3:00;15,2;63; ;10%  или менее, но не 0
19.05.2014 0:00;0:00;17;51; ;Облаков нет.
20.05.2014 0:00;21:00;26,2;50; ;90  или более, но не 100%
20.05.2014 0:00;18:00;31,8;30; ;60%.
20.05.2014 0:00;15:00;32;38; ;40%.
20.05.2014 0:00;12:00;28,8;47; ;20–30%.
20.05.2014 0:00;9:00;22;63; ;10%  или менее, но не 0
20.05.2014 0:00;6:00;20,8;55; ;Облаков нет.
20.05.2014 0:00;3:00;24,1;37; ;Облаков нет.
20.05.2014 0:00;0:00;26,4;32; ;Облаков нет.
21.05.2014 0:00;21:00;21,3;66; ;40%.
21.05.2014 0:00;18:00;26,8;38; ;60%.
21.05.2014 0:00;15:00;27,6;39; ;60%.
21.05.2014 0:00;12:00;27,3;44; ;40%.
21.05.2014 0:00;9:00;22,8;60; ;20–30%.
21.05.2014 0:00;6:00;18,5;77; ;90  или более, но не 100%
21.05.2014 0:00;3:00;17,7;82; ;70 – 80%.
21.05.2014 0:00;0:00;21,1;68; ;70 – 80%.
22.05.2014 0:00;21:00;18,5;59; ;Облаков нет.
22.05.2014 0:00;18:00;20,6;50; ;Облаков нет.
22.05.2014 0:00;15:00;20,2;61;Облака в целом рассеиваются или становятся менее развитыми. ;10%  или менее, но не 0
22.05.2014 0:00;12:00;16,3;79;Состояние неба в общем не изменилось. ;90  или более, но не 100%
22.05.2014 0:00;9:00;17;72;Облака в целом образовывались или развивались. ;Облаков нет.
22.05.2014 0:00;6:00;14,8;81;Состояние неба в общем не изменилось. ;20–30%.
22.05.2014 0:00;3:00;14,5;89;Морось незамерзающая непрерывная слабая в срок наблюдения. ;90  или более, но не 100%
22.05.2014 0:00;0:00;16,5;87;Состояние неба в общем не изменилось. ;100%.
23.05.2014 0:00;21:00;26,2;33; ;Облаков нет.
23.05.2014 0:00;18:00;27,9;29; ;Облаков нет.
23.05.2014 0:00;15:00;27,1;35; ;Облаков нет.
23.05.2014 0:00;12:00;24,8;39; ;Облаков нет.
23.05.2014 0:00;9:00;19,1;56; ;Облаков нет.
23.05.2014 0:00;6:00;14,8;76; ;Облаков нет.
23.05.2014 0:00;3:00;14,8;74; ;Облаков нет.
23.05.2014 0:00;0:00;15,2;72; ;Облаков нет.
24.05.2014 0:00;21:00;27;43; ;20–30%.
24.05.2014 0:00;18:00;29,2;29; ;10%  или менее, но не 0
24.05.2014 0:00;15:00;29,1;34; ;Облаков нет.
24.05.2014 0:00;12:00;27,6;39; ;Облаков нет.
24.05.2014 0:00;9:00;24,7;45; ;Облаков нет.
24.05.2014 0:00;6:00;16,7;76; ;Облаков нет.
24.05.2014 0:00;3:00;17,3;67; ;Облаков нет.
24.05.2014 0:00;0:00;23,6;45; ;Облаков нет.
25.05.2014 0:00;21:00;22,6;57;Состояние неба в общем не изменилось. ;100%.
25.05.2014 0:00;18:00;27,5;41;Состояние неба в общем не изменилось. ;60%.
25.05.2014 0:00;15:00;22,3;56;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;70 – 80%.
25.05.2014 0:00;12:00;28,4;45; ;Облаков нет.
25.05.2014 0:00;9:00;24,5;52; ;Облаков нет.
25.05.2014 0:00;6:00;18,4;79; ;100%.
25.05.2014 0:00;3:00;17,8;79; ;Облаков нет.
25.05.2014 0:00;0:00;21,2;67; ;10%  или менее, но не 0
26.05.2014 0:00;21:00;17,1;76; ;20–30%.
26.05.2014 0:00;18:00;20;64; ;Облаков нет.
26.05.2014 0:00;15:00;22,4;55; ;Облаков нет.
26.05.2014 0:00;12:00;21,3;61; ;10%  или менее, но не 0
26.05.2014 0:00;9:00;18,6;77; ;40%.
26.05.2014 0:00;6:00;18,8;73; ;70 – 80%.
26.05.2014 0:00;3:00;18,2;76; ;60%.
26.05.2014 0:00;0:00;19,9;70; ;70 – 80%.
27.05.2014 0:00;21:00;6,4;90;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
27.05.2014 0:00;18:00;6,8;84;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
27.05.2014 0:00;15:00;6,9;84;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
27.05.2014 0:00;12:00;7,6;84;Морось незамерзающая непрерывная слабая в срок наблюдения. ;100%.
27.05.2014 0:00;9:00;7,7;84;Морось незамерзающая непрерывная слабая в срок наблюдения. ;100%.
27.05.2014 0:00;6:00;7,3;93;Морось незамерзающая непрерывная слабая в срок наблюдения. ;100%.
27.05.2014 0:00;3:00;8,6;89; ;100%.
27.05.2014 0:00;0:00;10,8;86; ;100%.
28.05.2014 0:00;21:00;9,4;95;Дождь незамерзающий с перерывами сильный в срок наблюдения. ;100%.
28.05.2014 0:00;18:00;9,2;94;Дождь незамерзающий с перерывами слабый в срок наблюдения. ;100%.
28.05.2014 0:00;15:00;9,6;92;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
28.05.2014 0:00;12:00;8,8;95;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
28.05.2014 0:00;9:00;8,7;96;Дождь незамерзающий непрерывный умеренный в срок наблюдения. ;100%.
28.05.2014 0:00;6:00;7,7;96;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
28.05.2014 0:00;3:00;6,6;95;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
28.05.2014 0:00;0:00;6,4;93;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
29.05.2014 0:00;21:00;11,7;92;Состояние неба в общем не изменилось. ;100%.
29.05.2014 0:00;18:00;12;94;Морось незамерзающая непрерывная слабая в срок наблюдения. ;100%.
29.05.2014 0:00;15:00;12,7;93;Морось незамерзающая непрерывная умеренная в срок наблюдения. ;100%.
29.05.2014 0:00;12:00;11,8;91;Дождь (незамерзающий) неливневый. ;100%.
29.05.2014 0:00;9:00;11,8;85;Дождь (незамерзающий) неливневый. ;100%.
29.05.2014 0:00;6:00;10,9;91;Состояние неба в общем не изменилось. ;100%.
29.05.2014 0:00;3:00;10,4;91;Дождь (незамерзающий) неливневый. ;100%.
29.05.2014 0:00;0:00;10;91;Дождь (незамерзающий) неливневый. ;100%.
30.05.2014 0:00;21:00;14,1;78; ;90  или более, но не 100%
30.05.2014 0:00;18:00;15,8;85; ;70 – 80%.
30.05.2014 0:00;15:00;16,1;79;Состояние неба в общем не изменилось. ;70 – 80%.
30.05.2014 0:00;12:00;12,9;96;Морось незамерзающая непрерывная слабая в срок наблюдения. ;100%.
30.05.2014 0:00;9:00;12,8;93;Дождь (незамерзающий) неливневый. ;100%.
30.05.2014 0:00;6:00;11,7;97;Дождь незамерзающий непрерывный умеренный в срок наблюдения. ;100%.
30.05.2014 0:00;3:00;11,4;97;Дождь незамерзающий непрерывный умеренный в срок наблюдения. ;100%.
30.05.2014 0:00;0:00;11,6;94;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
31.05.2014 0:00;21:00;18,2;54; ;40%.
31.05.2014 0:00;18:00;19,7;44; ;70 – 80%.
31.05.2014 0:00;15:00;18,9;42; ;70 – 80%.
31.05.2014 0:00;12:00;16,2;51; ;70 – 80%.
31.05.2014 0:00;9:00;14;74; ;100%.
31.05.2014 0:00;6:00;12,7;78; ;100%.
31.05.2014 0:00;3:00;12,8;91; ;100%.
31.05.2014 0:00;0:00;13;88; ;100%.
01.06.2014 0:00;21:00;13;92;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
01.06.2014 0:00;18:00;14,5;86;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
01.06.2014 0:00;15:00;16,2;71; ;100%.
01.06.2014 0:00;12:00;15;68; ;90  или более, но не 100%
01.06.2014 0:00;9:00;14;71; ;90  или более, но не 100%
01.06.2014 0:00;6:00;13;91; ;100%.
01.06.2014 0:00;3:00;12,4;91; ;70 – 80%.
01.06.2014 0:00;0:00;15,6;72; ;40%.
02.06.2014 0:00;21:00;14,1;89; ;90  или более, но не 100%
02.06.2014 0:00;18:00;14,7;87; ;100%.
02.06.2014 0:00;15:00;14,7;91;Состояние неба в общем не изменилось. ;100%.
02.06.2014 0:00;12:00;13,9;92;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
02.06.2014 0:00;9:00;13;93;Дождь (незамерзающий) неливневый. ;100%.
02.06.2014 0:00;6:00;12,7;93;Состояние неба в общем не изменилось. ;90  или более, но не 100%
02.06.2014 0:00;3:00;12,4;93;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
02.06.2014 0:00;0:00;12,6;93;Состояние неба в общем не изменилось. ;60%.
03.06.2014 0:00;21:00;22,3;80; ;20–30%.
03.06.2014 0:00;18:00;26,3;50; ;70 – 80%.
03.06.2014 0:00;15:00;23,5;71; ;40%.
03.06.2014 0:00;12:00;16,5;89; ;90  или более, но не 100%
03.06.2014 0:00;9:00;14,5;97; ;100%.
03.06.2014 0:00;6:00;13,1;96;Дождь (незамерзающий) неливневый. ;100%.
03.06.2014 0:00;3:00;13,4;93; ;100%.
03.06.2014 0:00;0:00;13,6;92; ;100%.
04.06.2014 0:00;21:00;27;32; ;Облаков нет.
04.06.2014 0:00;18:00;28,5;29; ;10%  или менее, но не 0
04.06.2014 0:00;15:00;29;27; ;20–30%.
04.06.2014 0:00;12:00;27,8;34; ;Облаков нет.
04.06.2014 0:00;9:00;24,5;56; ;100%.
04.06.2014 0:00;6:00;18,2;87; ;Облаков нет.
04.06.2014 0:00;3:00;17,8;92; ;40%.
04.06.2014 0:00;0:00;18,1;90; ;Облаков нет.
05.06.2014 0:00;21:00;28,4;26; ;90  или более, но не 100%
05.06.2014 0:00;18:00;30,4;25; ;20–30%.
05.06.2014 0:00;15:00;30,3;22; ;40%.
05.06.2014 0:00;12:00;29,3;25; ;40%.
05.06.2014 0:00;9:00;24,9;41; ;Облаков нет.
05.06.2014 0:00;6:00;18;59; ;Облаков нет.
05.06.2014 0:00;3:00;17;64; ;100%.
05.06.2014 0:00;0:00;18,8;58; ;Облаков нет.
06.06.2014 0:00;21:00;23,6;53; ;60%.
06.06.2014 0:00;18:00;26,2;44; ;40%.
06.06.2014 0:00;15:00;31,2;20; ;20–30%.
06.06.2014 0:00;12:00;29,4;32; ;10%  или менее, но не 0
06.06.2014 0:00;9:00;26,1;40; ;Облаков нет.
06.06.2014 0:00;6:00;19;68; ;10%  или менее, но не 0
06.06.2014 0:00;3:00;18,1;64; ;Облаков нет.
06.06.2014 0:00;0:00;24,8;35; ;70 – 80%.
07.06.2014 0:00;21:00;15,2;89;Состояние неба в общем не изменилось. ;90  или более, но не 100%
07.06.2014 0:00;18:00;18;92;Ливневый(ые) дождь(и) умеренный(ые) или сильный(ые) в срок наблюдения или за последний час. ;100%.
07.06.2014 0:00;15:00;21,4;83;Ливневый(ые) дождь(и). ;90  или более, но не 100%
07.06.2014 0:00;12:00;22,4;63; ;90  или более, но не 100%
07.06.2014 0:00;9:00;22,2;60; ;90  или более, но не 100%
07.06.2014 0:00;6:00;19,2;84; ;70 – 80%.
07.06.2014 0:00;3:00;18,5;81; ;50%.
07.06.2014 0:00;0:00;19,9;72; ;20–30%.
08.06.2014 0:00;21:00;17,4;69;Состояние неба в общем не изменилось. ;90  или более, но не 100%
08.06.2014 0:00;18:00;17,5;66;Ливневый(ые) дождь(и). ;100%.
08.06.2014 0:00;15:00;20,4;53; ;70 – 80%.
08.06.2014 0:00;12:00;19,3;92; ;Облаков нет.
08.06.2014 0:00;9:00;16;72; ;20–30%.
08.06.2014 0:00;6:00;12;85; ;70 – 80%.
08.06.2014 0:00;3:00;14,6;76; ;Облаков нет.
08.06.2014 0:00;0:00;14,9;67; ;Облаков нет.
09.06.2014 0:00;21:00;18,1;66;Состояние неба в общем не изменилось. ;90  или более, но не 100%
09.06.2014 0:00;18:00;20,9;55;Состояние неба в общем не изменилось. ;70 – 80%.
09.06.2014 0:00;15:00;19,5;68;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;90  или более, но не 100%
09.06.2014 0:00;12:00;19,9;63; ;90  или более, но не 100%
09.06.2014 0:00;9:00;16,3;83; ;20–30%.
09.06.2014 0:00;6:00;14,7;87; ;90  или более, но не 100%
09.06.2014 0:00;3:00;16,3;79; ;90  или более, но не 100%
09.06.2014 0:00;0:00;15,6;80; ;70 – 80%.
10.06.2014 0:00;21:00;13,8;65; ;60%.
10.06.2014 0:00;18:00;16;63; ;70 – 80%.
10.06.2014 0:00;15:00;14,1;73; ;90  или более, но не 100%
10.06.2014 0:00;12:00;13,9;78; ;90  или более, но не 100%
10.06.2014 0:00;9:00;13,2;85; ;100%.
10.06.2014 0:00;6:00;13,5;88; ;100%.
